date,AT0000652011,AT0000743059,BE0003565737,BE0003739530,BE0003797140,DK0010274414,FI0009000681,FI0009003727,FI0009007884,FI0009013296,FI0009013403,FI4000297767,FR0000045072,FR0000073272,FR0000120321,FR0000120578,FR0000120628,FR0000120644,FR0000120685,FR0000120859,FR0000121121,FR0000121261,FR0000121485,FR0000121667,FR0000121964,FR0000121972,FR0000125486,FR0000130452,FR0000130809,FR0000131104,FR0000131906,FR0000133308,FR0010040865,FR0010411983,DE0005140008,DE0005190003,DE0005190003.1,DE0005552004,DE0005557508,DE0005773303,DE0005785604,DE0005785604.1,DE0005785802,DE0005810055,DE0006070006,DE0006599905,DE0007100000,DE0008232125,DE0008402215,DE0008404005,DE0008430026,IE0001827041,IE0004906560,IT0000062072,IT0000072618,IT0000072618.1,IT0003132476,IT0003153415,IT0003497168,IT0003497168.1,IT0003506190,IT0003856405,NL0000009082,NL0000009165,NL0000009538,NL0000235190,NL0000360618,NL0000395903,ES0113211835,ES0116870314,ES0173516115,ES0178430E18,SE0000107419,SE0000108227,SE0000108656,SE0000113250,SE0000115446,SE0000120669,SE0000148884,SE0000171100,SE0000202624,SE0000242455,SE0000310336,SE0000667891,SE0000667925,SE0000695876
2009-09-30,14209800000,12104700000,17971700000,7739390000,14905700000,18315400000,55081600000.0,3951810000,3412360000,4735640000,8071990000,40534300000,48476600000,7815220000,59512600000.0,96561400000.0,56564500000,38992400000,17535100000,4324160000,3605360000,11562500000,16223000000,12064000000,7218540000,26550400000,29214800000,5734900000,48722000000,94622900000.0,13287900000,70566800000,7463420000,5034280000,47656300000,30803200000,30803200000,22648400000,59551800000,4886750000,8680310000,8680310000,14854400000,15938700000,5333310000,6426270000,53423400000.0,8116060000,5529580000,57562500000.0,31498600000,19182500000,5007040000,38653300000,55727800000.0,55727800000.0,100121000000.0,17375900000,30888100000,30888100000,13864200000,10221200000,27718400000,22591700000,23680900000,18297200000.0,3198610000,6254160000,66535200000,20369900000,33215500000,129832000000.0,13838600000,7165270000,32905200000,5865770000,19533500000,4913970000,14834500000,4913970000,3739040000,11057800000,5049790000,13126600000,29554800000,4961100000
2009-10-31,12865200000,12409100000,15435000000,7843700000,14258200000,16214100000,47557300000.0,3583010000,3227870000,4550210000,8222680000,43310200000,44730700000,6750240000,61352100000.0,96313400000.0,52312100000,38991000000,16432600000,4147950000,3481370000,10962100000,13848500000,11882300000,7557850000,27369800000,27251200000,4918630000,49401700000,89650700000.0,12830100000,65710100000,6681010000,4694600000,45276100000,31250300000,31250300000,20450300000,59620200000,4325440000,8700440000,8700440000,14465000000,15816200000,5285180000,6077190000,51646400000.0,7075470000,5437320000,52941600000.0,31266800000,17083400000,5191670000,39312100000,53182300000.0,53182300000.0,99665400000.0,17339400000,27979100000,27979100000,13544500000,9732540000,30365300000,21712800000,24518500000,15327900000.0,2895060000,6546820000,67394800000,18575400000,32633400000,131752000000.0,13630000000,7365620000,35163000000,5972520000,20475300000,4968270000,13774700000,4968270000,4201720000,10297000000,5227990000,13434800000,30126200000,5271320000
2009-11-30,15358400000,12686800000,15913000000,8158910000,14693600000,15051300000,49287600000.0,3677770000,3586410000,4463480000,8880150000,41806500000,47967800000,6974900000,64895300000.0,99389500000.0,53907500000,38652800000,15493000000,4388600000,3883630000,11168500000,15308500000,12272000000,7277680000,28651800000,28737000000,4881820000,52058200000,97737800000.0,13768800000,68861900000,6873650000,4486520000,44776600000,30144900000,30144900000,22625000000,64271800000,4546340000,10046100000,10046100000,15838400000,16238300000,5494030000,6091080000,53690100000.0,7305180000,5744270000,56606800000.0,30936200000,17567300000,5187460000,40209000000,54348700000.0,54348700000.0,99178300000.0,17911200000,28219900000,28219900000,14756900000,9569900000,29638800000,23029600000,26580900000,14568300000.0,3101690000,6371320000,70559900000,19109900000,33528100000,135001000000.0,13822300000,7544120000,31439600000,6730280000,20234600000,5089000000,14248900000,5089000000,4519750000,11043900000,5400170000,13977800000,31881500000,5626590000
2009-12-31,14115200000,13199800000,15564000000,7670400000,15257600000,15887100000,48214100000.0,3967490000,3804090000,4564070000,9427980000,41141500000,41043900000,8173190000,66825200000.0,103768000000.0,54222000000,39670500000,14767200000,4533450000,3857540000,11304100000,15263200000,12575400000,7395910000,30666300000,29409900000,5082890000,51843200000,94763600000.0,14766500000,66089700000,6821580000,4613440000,43977500000,29193700000,29193700000,23366300000,64319100000,4776330000,10794300000,10794300000,15768200000,16209500000,5372340000,6034790000,56612800000.0,7711710000,5653580000,57555900000.0,30744500000,18999800000,5159730000,41993000000,56628700000.0,56628700000.0,102180000000.0,17758100000,27541100000,27541100000,14953600000,9272080000,27609300000,23333600000,28788700000,16456000000.0,3242540000,6413320000,68380300000,19928200000,32763900000,127683000000.0,14192400000,7860750000,30095600000,6776720000,18224900000,5401110000,13593900000,5401110000,4233480000,11483700000,5500420000,14315400000,32519100000,5835620000
2010-01-31,14448500000,11893500000,15665700000,8212540000,14809400000,16854800000,52639100000.0,4687690000,3640140000,4215340000,8927120000,37413600000,36784000000,8200120000,63419900000.0,97963000000.0,47615300000,37170100000,13585300000,4205780000,4023170000,11508400000,15517800000,12578400000,6803150000,27327800000,28026600000,4722070000,43281800000,85684000000.0,13531900000,61038000000,6244340000,4280780000,38190500000,27515300000,27515300000,21183800000,56569000000,4678250000,10456200000,10456200000,15126200000,12853100000,5233990000,5778640000,49169100000.0,7379440000,5583510000,50599700000.0,29689600000,16955300000,5202960000,37270900000,48384700000.0,48384700000.0,93998800000.0,16829200000,27171200000,27171200000,14368100000,8054350000,27072300000,24230400000,29520100000,16064200000.0,3234290000,6144970000,57669100000,18418500000,29015400000,109861000000.0,13483500000,7102650000,32254800000,6224220000,18117200000,5192090000,13196500000,5192090000,4782440000,10165100000,5289080000,13045000000,30339000000,5784020000
2010-02-28,14248000000,11118100000,16195400000,8119690000,14136500000,15935100000,50489600000.0,4711060000,3464650000,3661210000,9305930000,39222300000,34512100000,9818610000,61985700000.0,96512500000.0,46130900000,37861800000,14363600000,3892480000,3505980000,10291300000,14537100000,13006500000,6781120000,28078100000,27393200000,4193800000,40722900000,85802700000.0,11724500000,62160400000,6489810000,4502450000,39449800000,26061100000,26061100000,19676900000,56155100000,4627100000,10945700000,10945700000,15560400000,13571400000,4930920000,5089110000,44331100000.0,6838430000,5405130000,52444000000.0,30567500000,15915200000,5548990000,35340100000,44210900000.0,44210900000.0,90428100000.0,16906600000,25474600000,25474600000,13195600000,7479550000,25966200000,24080100000,28446000000,16851600000.0,2919150000,5906330000,48768400000,16917000000,27671300000,107238000000.0,13491700000,7207720000,32772700000,6614400000,18007900000,5315250000,13304700000,5315250000,5140370000,11096400000,5731250000,12801400000,31157900000,5999210000
2010-03-31,15879000000,11259300000,17337600000,7831890000,14261300000,17203400000,58335500000.0,4996380000,3430900000,4472060000,9108290000,39763800000,40613600000,10873800000,63005400000.0,98316800000.0,50954400000,38984300000,15696000000,4649060000,3833820000,10867700000,16856400000,13762900000,7149180000,30826400000,30841800000,4656300000,46540900000,91051100000.0,13357800000,63388900000,6927940000,4675870000,47839000000,29685900000,29685900000,20980800000,59127900000,4838100000,12096600000,12096600000,16820400000,14457900000,5884170000,5238210000,49970400000.0,7597340000,5956620000,56925300000.0,32042900000,17464100000,5443910000,37376400000,46937000000.0,46937000000.0,93993500000.0,18102500000,26068800000,26068800000,13346800000,7717110000,25643200000,25187500000,31188000000,16422700000.0,3291020000,6350930000,51293500000,17023200000,28913800000,108151000000.0,14493700000,8116060000,34561300000,7278720000,21375000000,5696100000,14063000000,5696100000,5348170000,11835700000,6018950000,14874500000,31973500000,6232930000
2010-04-30,16982900000,10796900000,16326500000,7106320000,13669600000,18294200000,45582200000.0,5061100000,3194990000,4172490000,9724940000,39506700000,33367700000,10661900000,62361100000.0,90567800000.0,45972700000,38174700000,15109800000,4633720000,3851300000,10755500000,17072800000,13161400000,6298720000,30017900000,30476800000,4660640000,39736500000,82106800000.0,13921900000,57910600000,6444930000,4367690000,43140100000,31618800000,31618800000,19666400000,56702500000,4774540000,11567400000,11567400000,16136300000,15176700000,5791450000,5314640000,54762100000.0,7640820000,5655800000,52211500000.0,27871800000,19946100000,5616240000,33014400000,41836900000.0,41836900000.0,89781900000.0,16983700000,25538800000,25538800000,12199500000,7436720000,24180900000,22917100000,33338600000,15222800000.0,3257230000,6002670000,49545400000,15784200000,28770200000,103305000000.0,14413100000,9184240000,38067000000,6662960000,26596600000,5581990000,15149300000,5581990000,5006970000,12747200000,5734490000,17205400000,30889100000,6348430000
2010-05-31,13662700000,9575730000,14042700000,6068320000,11674800000,14207500000,38570300000.0,4252180000,2799490000,3858610000,8690020000,33211300000,25337000000,11399700000,56310300000.0,79756300000.0,37913900000,33501100000,12921800000,3957360000,3354700000,9887390000,15271800000,12318000000,5108280000,26508600000,24705200000,3960780000,31907000000,67486400000.0,10692800000,50518100000,5216470000,3624530000,36974500000,29854500000,29854500000,18030800000,48916500000,4218910000,10217700000,10217700000,15107800000,11899000000,4498820000,4670770000,53537100000.0,6080060000,5222000000,45452600000.0,25140400000,15675800000,4867790000,28621000000,33592500000.0,33592500000.0,74914400000.0,14477600000,21172300000,21172300000,10657900000,6182170000,21076000000,21138100000,29594000000,16358700000.0,2661740000,5523520000,39293100000,13502900000,24900100000,87412800000.0,12279400000,8035640000,33598700000,5895760000,21991100000,4646460000,11528600000,4646460000,4428190000,10547300000,4854160000,14089600000,27026000000,5363850000
2010-06-30,12193500000,9080120000,13939900000,5795560000,11279800000,13561300000,30742600000.0,4520870000,2893230000,3748550000,8914800000,33662000000,25205900000,11716700000,59358000000.0,79425800000.0,35706300000,35036100000,12875800000,3887950000,3355060000,10535600000,15880700000,12674400000,5281860000,27331000000,23078000000,3939610000,31141900000,65389000000.0,11137700000,46289800000,5695560000,3603510000,35471600000,31391500000,31391500000,17764200000,51772000000,3931260000,10738600000,10738600000,16255200000,11947300000,4212550000,4742680000,54423000000.0,6381180000,5208140000,45451600000.0,23829800000,14845700000,4867910000,27484700000,33555000000.0,33555000000.0,74433700000.0,14317800000,20437300000,20437300000,10715000000,6040450000,20736800000,24572400000,29821600000,16843600000.0,2420830000,5763900000,39488500000,13419400000,24891000000,85178100000.0,12334700000,8268590000,36677100000,5836350000,23562200000,4289000000,11812100000,4289000000,4340320000,10837000000,5091000000,14667200000,29088700000,5549290000
2010-07-31,15192100000,10051800000,15828000000,5916580000,12553700000,16483500000,34661000000.0,5193600000,3301940000,3782940000,10161400000,40342100000,32927400000,11266500000,62940600000.0,76213100000.0,42255300000,36377900000,15561600000,4390670000,3694590000,11382400000,16949800000,13327600000,6057470000,31181300000,26638700000,4545910000,43071800000,82385000000.0,13206800000,55525500000,6419880000,4122760000,43411100000,34369900000,34369900000,21015600000,58656900000,4773960000,11379600000,11379600000,16466900000,13665100000,4542450000,5757550000,57275800000.0,7452280000,5779880000,52757000000.0,26134500000,14805400000,5577510000,31398200000,41688600000.0,41688600000.0,81979800000.0,16780600000,23331800000,23331800000,11769800000,6357860000,22544000000,26095900000,30756300000,19355600000.0,2646880000,6031010000,50530000000,15427100000,28834200000,103714000000.0,14228700000,8712350000,36135000000,6763700000,26087700000,4561340000,15122800000,4561340000,4929580000,13346200000,5463450000,15345100000,32546800000,6551100000
2010-08-31,13739100000,9673610000,14873700000,5235810000,11914600000,15568700000,32042100000.0,5264230000,3299440000,3454150000,10239400000,36306100000,30297600000,10257400000,59668700000.0,75275100000.0,35628300000,34852300000,15862600000,3749470000,3381360000,11096700000,16498200000,12931500000,5796520000,28673100000,24150300000,4108810000,38044000000,75035600000.0,12026500000,53892800000,6249110000,4087600000,39047300000,33769500000,33769500000,19791600000,57481200000,4782740000,11487900000,11487900000,16989100000,11927600000,4636000000,5618370000,51637000000.0,7235060000,5354990000,46603200000.0,24098600000,11024800000,5761540000,28181800000,35408500000.0,35408500000.0,79616400000.0,16555500000,24786600000,24786600000,11323200000,5812090000,22821200000,25821600000,27656200000,17978600000.0,2552590000,5580470000,45242100000,13955000000,27899300000,101315000000.0,13067000000,8192240000,31740500000,6149630000,24299100000,4310800000,13709200000,4310800000,4473590000,13096500000,5332700000,14078800000,32353000000,6190140000
2010-09-30,15138800000,11228300000,16052400000,6351850000,13442100000,16862500000,37619000000.0,6434640000,3819490000,4005000000,11490200000,42040900000,37530000000,11720600000,67363800000.0,87324000000.0,40030200000,38746600000,16647800000,4517640000,3887110000,13419700000,20487500000,14641800000,7312650000,34239800000,27561400000,4278700000,42983700000,85197500000.0,15213800000,57221200000,7424630000,4485470000,50774400000,44663300000,44663300000,21925000000,59652500000,5585290000,13018800000,13018800000,18598800000,13008800000,6060410000,5427370000,67228700000.0,8416870000,5545940000,51287100000.0,26099100000,11619200000,6148250000,31342000000,40879600000.0,40879600000.0,86420300000.0,18081000000,25520300000,25520300000,12436600000,6867550000,24317500000,29864700000,30986300000,20354000000.0,3175670000,6268880000,50599200000,13738200000,31441800000,112999000000.0,15350400000,10491300000,35891600000,7323610000,30801600000,5012290000,16282100000,5012290000,5201040000,16165200000,6167500000,18196900000,36407500000,7401340000
2010-10-31,17105000000,11232200000,15602100000,7127450000,14319700000,18633200000,40531200000.0,6932320000,3565060000,4262670000,11943700000,44315700000,39441500000,13249600000,70502100000.0,91745600000.0,41775900000,41093800000,17874700000,4511220000,4411850000,14071400000,20796400000,14243300000,7392840000,38422900000,29535200000,4456070000,44790500000,87814500000.0,16466800000,63779600000,7614820000,4626470000,53695800000,45818000000,45818000000,22595300000,63321300000,5839500000,14435200000,14435200000,19224200000,13750600000,6077410000,5394110000,70229000000.0,9819790000,6113960000,57075600000.0,29532000000,12163600000,6474660000,34199100000,44330900000.0,44330900000.0,90441800000.0,19385600000,28003600000,28003600000,13747400000,8087650000,26319800000,29258000000,29884900000,21501100000.0,3427220000,6808350000,49397900000,13524200000,33927100000,123489000000.0,15508700000,11793500000,35983600000,7661940000,28686600000,4417360000,17045900000,4417360000,4723820000,16255900000,6474270000,17933000000,37581100000,7336620000
2010-11-30,14789100000,10079300000,12552400000,5927440000,12647500000,17340400000,34577900000.0,6821370000,3282600000,3606870000,11629800000,40079700000,29424300000,13061400000,63709500000.0,79242500000.0,32867700000,37941700000,12804900000,4318380000,3941940000,11940500000,20105800000,13295500000,5980420000,37906400000,26720200000,3947620000,34585200000,70901300000.0,15496300000,53621100000,6534360000,4374160000,44141600000,47775200000,47775200000,19368700000,55838800000,5393460000,13921000000,13921000000,17375100000,11789700000,5182390000,5043300000,68706600000.0,9743040000,5619910000,49838800000.0,26169700000,12330700000,5637270000,27274900000,32826300000.0,32826300000.0,80565600000.0,16960100000,22815300000,22815300000,11739700000,6531100000,22418000000,26677700000,26603700000,18284500000.0,3332440000,5918230000,41243900000,12452100000,29436700000,97073500000.0,14686300000,12157400000,33730400000,7107720000,30593300000,4228320000,15930000000,4228320000,4673420000,14714400000,6462800000,20099400000,34652600000,7421070000
2010-12-31,17649200000,12391100000,12209100000,6296540000,13583400000,17814600000,38496000000.0,7478800000,3593580000,4069310000,12289000000,43810000000,30533600000,14783300000,66594900000.0,83914000000.0,38640000000,40753500000,13615800000,5033710000,4304690000,12681600000,20149800000,13567700000,6848440000,40465700000,30049800000,3973580000,40159300000,76308100000.0,17208100000,55256000000,6894350000,4771400000,48267400000,49743700000,49743700000,20392200000,55924000000,5753370000,13638200000,13638200000,17289200000,13415100000,6497800000,5136490000,71673700000.0,9946830000,6428180000,53679700000.0,28396900000,14703800000,5862670000,29381600000,34154200000.0,34154200000.0,86920400000.0,17641700000,23718000000,23718000000,12174000000,6530450000,22972200000,28270400000,30233300000,19045300000.0,3759160000,6552090000,45090400000,14065800000,33806600000,102832000000.0,16138100000,12932000000,37759000000,7891590000,37035600000,5255290000,18236200000,5255290000,4644730000,16187800000,6666920000,23053700000,35478500000,8864820000
2011-01-31,18941700000,13301800000,14329400000,6555650000,14516600000,18741900000,40077100000.0,7611840000,3659660000,4835220000,12108900000,49070600000,35463000000,15066600000,69538200000.0,89480400000.0,49086300000,39004900000,15429600000,4968050000,4273030000,12850500000,20223800000,14142100000,6893190000,42390700000,31978400000,4621750000,48244200000,89563700000.0,19338300000,57832800000,7481490000,5193370000,54912900000,48947300000,48947300000,22154200000,58120700000,6463910000,14156800000,14156800000,17614400000,14773200000,6812430000,5527100000,77903700000.0,9616480000,6742570000,63099900000.0,29505800000,15173300000,5685400000,33940000000,42090500000.0,42090500000.0,94826700000.0,18728100000,26208200000,26208200000,13653400000,7805150000,24781500000,28980200000,30720100000,23518000000.0,3993640000,6841870000,55109200000,15225300000,38385400000,114579000000.0,17486400000,12990200000,40205800000,8093720000,36783500000,5138000000,19912200000,5138000000,5397340000,18254900000,6648280000,23276000000,36954800000,8987220000
2011-02-28,19963400000,12752000000,14967000000,6817450000,14831100000,16420400000,32457400000.0,7581070000,3798550000,4547110000,12140900000,45915800000,42160600000,14837400000,69664400000.0,90464800000.0,48733800000,40623100000,17334300000,5296600000,4311640000,14380400000,19253900000,15116400000,7397850000,45001900000,33445800000,5358960000,52485100000,93598000000.0,18126800000,58597000000,8111770000,5517190000,59752500000,51673900000,51673900000,22175100000,58117400000,6544040000,14821600000,14821600000,19975000000,14973700000,7586400000,5842380000,75078800000.0,9363010000,7021890000,65485000000.0,31459500000,16427400000,6370660000,35216000000,42698000000.0,42698000000.0,97675500000.0,19534900000,28922400000,28922400000,13752500000,7236950000,25479800000,29698800000,32198400000,23623600000.0,4237700000,7056470000,55446100000,15748700000,40993700000,115897000000.0,17526400000,12700900000,42063500000,8224000000,36832100000,4930150000,19977500000,4930150000,5438220000,20543100000,7303080000,22784000000,37798500000,8626120000
2011-03-31,19073000000,13551600000,13452900000,6959600000,15060000000,20625400000,32013800000.0,7697200000,3658820000,5284460000,12791900000,44349600000,39394300000,14732500000,69770200000.0,91875900000.0,48458100000,42304900000,16440300000,5530370000,4533810000,14909700000,19429400000,15709900000,7693710000,46458400000,34727000000,5404050000,48477200000,87628200000.0,16340800000,59319400000,8631710000,5109600000,54620300000,53109900000,53109900000,21783800000,66536500000,6732520000,15019200000,15019200000,20240300000,14791400000,8278400000,5828960000,75247200000.0,9700770000,6581020000,63755000000.0,29633000000,16257800000,6531340000,33696900000,37509400000.0,37509400000.0,98322700000.0,20061100000,28707200000,28707200000,13749600000,7272230000,26020300000,31457100000,31504200000,23765500000.0,4893000000,6980300000,54459300000,17306500000,41806800000,114202000000.0,18418300000,13242000000,42068900000,8408840000,37337400000,4956940000,19544900000,4956940000,5481910000,19811600000,7671610000,22354400000,38756800000,9154880000
2011-04-30,19095800000,13669900000,14576900000,8847770000,15987300000,22397600000,34472300000.0,7746970000,3999840000,4849400000,13920900000,46125600000,39949500000,16169700000,76142400000.0,103604000000.0,52019200000,47420500000,16707200000,5842740000,4827770000,17686400000,22664200000,17703700000,7785540000,48015000000,37108500000,6218030000,49885200000,94779500000.0,18004500000,62072900000,9020910000,5730070000,60662600000,60039500000,60039500000,23904100000,71721400000,7349490000,17035500000,17035500000,23686100000,16189400000,7284980000,6839670000,82306100000.0,10382400000,7287010000,71499100000.0,31085100000,17586000000,7273100000,37279100000,41987100000.0,41987100000.0,106992000000.0,22196200000,27956400000,27956400000,14756000000,7803130000,24233700000,34450900000,29215200000,25256800000.0,4931080000,6952450000,58333200000,18933900000,43561000000,122590000000.0,18897600000,14394000000,49673000000,8607300000,41824600000,5615060000,21136700000,5615060000,5922260000,22018600000,8212520000,25218400000,35427100000,9468700000
2011-05-31,18859000000,13597700000,15142300000,8757430000,14625400000,19610600000,25605000000.0,7157380000,3672530000,4439910000,14036300000,47307400000,36713000000,16957800000,75633400000.0,103880000000.0,49561600000,47586100000,16358900000,5518820000,4837520000,16556700000,22080500000,17143100000,8099350000,44861300000,35881100000,5965630000,44308500000,93549100000.0,16779700000,60622200000,9143590000,5212530000,55410300000,56450300000,56450300000,22771400000,64254100000,7536040000,17062700000,17062700000,21857200000,15375900000,6478270000,7105510000,75326600000.0,9979670000,6408020000,62922000000.0,27518300000,15607700000,7528910000,34085200000,42244400000.0,42244400000.0,96050700000.0,21065100000,26392600000,26392600000,14196700000,7202640000,22448700000,34673100000,27993600000,26906800000.0,4442900000,6751470000,53166300000,17513600000,41613400000,110860000000.0,18126500000,13590800000,48330100000,7416630000,38472700000,5221420000,19664100000,5221420000,6208060000,21558600000,8171220000,22500700000,33743600000,9220760000
2011-06-30,19828700000,14299700000,14069200000,8240600000,14353400000,17266800000,24279800000.0,6662820000,3582700000,4020140000,13979000000,43652600000,37571400000,17813200000,78068200000.0,108580000000.0,52733600000,48420400000,14594300000,5319620000,4584760000,17581000000,22589600000,17169800000,7829800000,45440900000,36113800000,5956400000,45719300000,92543000000.0,17536300000,56341900000,8757030000,5336780000,54937400000,63460800000,63460800000,23234800000,67785000000,7395820000,16959900000,16959900000,22589700000,14820300000,6432860000,7023910000,80222600000.0,9979570000,6290830000,63501800000.0,27429500000,15867400000,7259350000,32855400000,43293100000.0,43293100000.0,94751500000.0,21153600000,25673600000,25673600000,13420600000,6997740000,22232400000,34645700000,25917300000,27353400000.0,4469520000,6618970000,53407700000,19976700000,42391800000,111608000000.0,17414200000,13201200000,47142300000,7161170000,37182400000,4691640000,17937800000,4691640000,5973190000,19482200000,7146380000,20810700000,31781900000,9043750000
2011-07-31,18176900000,13101500000,12716300000,8464950000,13662300000,18115600000,21865200000.0,5704090000,3586850000,3373490000,12935600000,43062100000,30988700000,17427000000,72679000000.0,105532000000.0,43790700000,46514700000,14100800000,5204610000,4288770000,15199000000,23551500000,17034400000,7125220000,39950600000,32895200000,4944440000,38804600000,79042300000.0,15863300000,55059800000,8728980000,4967470000,51540000000,63869400000,63869400000,21441300000,67430200000,7405000000,17469500000,17469500000,23235700000,14495400000,6208190000,6933830000,77724200000.0,9261720000,6290340000,59575900000.0,26603400000,14129100000,7262810000,29717100000,37840600000.0,37840600000.0,87523000000.0,20675900000,23424900000,23424900000,11713600000,4460820000,21880200000,34227300000,25199300000,28474600000.0,4145400000,6283430000,51037400000,19263600000,38707200000,102161000000.0,16667500000,12064900000,41353700000,6548790000,34604700000,4252720000,16843500000,4252720000,6037320000,20475600000,7971860000,19065900000,33317400000,8823470000
2011-08-31,13782800000,12939200000,10137700000,8211830000,13032800000,13817900000,24228400000.0,5492780000,3527360000,2851350000,13188100000,37399700000,24496300000,16203100000,65485700000.0,98205500000.0,37297400000,44371500000,12359300000,4940390000,3599810000,13195200000,21151600000,16243300000,6577810000,36725100000,29504400000,4386390000,26064200000,62283100000.0,12049000000,50649600000,7020210000,4526540000,37744700000,51649900000,51649900000,18520400000,54709200000,6450240000,16864900000,16864900000,20590100000,11623300000,5485850000,5801000000,57722300000.0,7765500000,5693840000,46870600000.0,23429700000,12803200000,6813380000,28157800000,26546600000.0,26546600000.0,80618500000.0,17251100000,22917500000,22917500000,10158400000,4305620000,20944900000,28855600000,21367300000,26036500000.0,3568090000,5713930000,43961200000,18163600000,35227300000,95209000000.0,15046900000,10754200000,36859900000,6075380000,26488100000,3183450000,13026100000,3183450000,5745700000,15957000000,7735490000,15858600000,30979500000,8242290000
2011-09-30,9806610000,9864260000,8383640000,7872950000,11437400000,13175700000,21292100000.0,4728020000,3421790000,2242620000,10657800000,32869100000,17485400000,12932400000,59024600000.0,89059900000.0,30746300000,40121800000,9826740000,3814820000,2686110000,10891400000,16536900000,15294300000,5370950000,29798300000,24481600000,2804820000,20774100000,48574000000.0,9922580000,43606400000,5524970000,4174100000,32743200000,42783300000,42783300000,15574700000,51075500000,5467620000,14521500000,14521500000,20681700000,9890150000,4855010000,5319070000,47972900000.0,5979490000,5494310000,43104400000.0,22454900000,11306800000,6154920000,24879600000,25903200000.0,25903200000.0,70869500000.0,16537700000,20627800000,20627800000,9127870000,4043090000,19579500000,25856700000,18298100000,23274600000.0,3017000000,4935760000,39904900000,16962300000,32647400000,88114500000.0,13480800000,8681660000,31723400000,5588220000,21214100000,2365300000,11949800000,2365300000,4889500000,12937900000,7076000000,13827800000,28794900000,6673950000
2011-10-31,8180680000,11461400000,8049410000,8104840000,12484600000,12928800000,25270500000.0,6031660000,3519430000,3121070000,12309500000,36996800000,19646100000,13677400000,66460500000.0,97077100000.0,37843000000,45222700000,9891390000,4333660000,3034550000,13138600000,19840400000,15367300000,5942680000,32430700000,27947600000,3070210000,22689600000,54972600000.0,12474900000,47860100000,6213740000,4498190000,39081700000,52177800000,52177800000,18444100000,55050100000,5825990000,16109700000,16109700000,22154900000,10834700000,5632220000,6052830000,54666100000.0,6263960000,5991340000,51142300000.0,24218300000,13034200000,6561670000,28108300000,29086800000.0,29086800000.0,88741600000.0,17427700000,23047000000,23047000000,9650620000,3978180000,19440800000,28021600000,21103300000,24284600000.0,3800760000,5352240000,44581400000,18529200000,37046600000,97261000000.0,14923500000,10203100000,34160900000,6581700000,26713900000,3054020000,13891800000,3054020000,5794140000,16366700000,7390810000,16448600000,30269400000,7877270000
2011-11-30,6597310000,10821300000,3993650000,7656330000,11457900000,12971900000,21513700000.0,6455490000,3606310000,3187860000,12482100000,32095700000,15962000000,12292400000,64882200000.0,93844100000.0,33434900000,42773900000,8899150000,3814340000,2630090000,11414500000,18956500000,15109100000,5483050000,30980100000,25142600000,2235510000,18859800000,47839500000.0,11030100000,45572400000,5395250000,4571210000,35750000000,48078400000,48078400000,18224900000,55992000000,5210470000,15680000000,15680000000,20721800000,11908500000,4387710000,6410080000,48170400000.0,5917570000,6279560000,47109500000.0,22598700000,13770700000,6558820000,25759900000,26781500000.0,26781500000.0,84415200000.0,16512200000,21077800000,21077800000,9675080000,2494470000,18052300000,26985000000,20410300000,24468000000.0,3668510000,5230480000,41348300000,17247900000,36749500000,85760100000.0,14087000000,9695910000,34977000000,6197580000,24313900000,2827830000,12720700000,2827830000,5711920000,15412100000,6966980000,15129600000,29453300000,8050840000
2011-12-31,6880400000,9942680000,4509390000,7716760000,10759300000,11835300000,18286100000.0,5698930000,3479960000,2590590000,11546300000,31304100000,14098900000,12527100000,62783300000.0,98468100000.0,30650800000,40380500000,7756740000,3477180000,2247400000,10642500000,18166600000,14982800000,5410810000,28901800000,24695200000,2110510000,17284700000,47449700000.0,10259400000,41610200000,5271560000,4488240000,35417200000,42851000000,42851000000,18593000000,49590300000,4521410000,15100700000,15100700000,20606300000,10884700000,4455040000,6443710000,46822100000.0,5444860000,5983020000,43561500000.0,22003800000,14295800000,6426960000,23438800000,27128900000.0,27128900000.0,83010700000.0,15745600000,19831000000,19831000000,10093200000,2138970000,17682500000,26671300000,21263600000,25642200000.0,3533120000,5215120000,42399300000,17028500000,37510900000,79079700000.0,14066100000,9623090000,33424500000,6619200000,23331300000,2757600000,12767200000,2757600000,5630770000,15008800000,7554790000,14544800000,29402400000,7941160000
2012-01-31,8580490000,10728000000,6786100000,7455560000,11690800000,13606300000,18699300000.0,6644870000,3504840000,2877100000,12107100000,33901900000,15390500000,12991300000,63908100000.0,99029200000.0,35775400000,39632300000,9473100000,4172230000,2749050000,12313000000,19953900000,15675500000,5693370000,34079700000,26214600000,2673660000,20669700000,51128300000.0,12594400000,39717300000,5980400000,4829390000,39367300000,54507600000,54507600000,20080700000,48591100000,5503110000,16549300000,16549300000,21630200000,11427500000,4964560000,6740660000,58913100000.0,6327300000,6416740000,50053000000.0,23360500000,14236200000,6447340000,24290500000,30992000000.0,30992000000.0,88526100000.0,16094300000,18682400000,18682400000,9809470000,2601010000,15688600000,26606500000,20386900000,27555400000.0,2906890000,5467960000,42796600000,16211400000,33529700000,79564300000.0,15354700000,10749500000,30456200000,6988250000,27562700000,3281070000,13803000000,3281070000,6034850000,16667800000,7421850000,18524500000,28819300000,8594200000
